age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47, Private,329144, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
32, Local-gov,95530, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
66, Private,151227, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
29, Private,202878, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2042,40, United-States, <=50K
32, Private,34437, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,188888, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
20, ?,34321, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private,144064, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,914,0,48, United-States, >50K
38, Local-gov,82880, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
58, Private,100313, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States, >50K
20, Private,39477, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,238680, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,55, Outlying-US(Guam-USVI-etc), <=50K
22, Private,303822, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private,51499, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,141824, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,177305, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
42, Private,37869, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,109421, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
41, Federal-gov,207685, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private,115895, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
28, Self-emp-inc,201186, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,40, United-States, >50K
33, Private,134886, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,99999,0,30, United-States, >50K
32, Private,203674, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,880,36, United-States, <=50K
24, Private,200997, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
25, ?,262245, Assoc-voc,11, Never-married, ?, Own-child, White, Female,3418,0,40, United-States, <=50K
40, Self-emp-not-inc,123306, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private,374524, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, >50K
36, Self-emp-not-inc,90159, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
41, Private,162189, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,1831,0,40, Peru, <=50K
47, Private,180277, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Hungary, <=50K
21, Private,245572, 9th,5, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private,231948, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,64, United-States, >50K
29, Self-emp-not-inc,405083, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Self-emp-inc,243960, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
49, Private,105444, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States, <=50K
47, Self-emp-not-inc,213745, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private,51471, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Private,120302, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,416745, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc,195366, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,123681, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc,106742, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
54, Local-gov,184620, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc,124449, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2246,8, United-States, >50K
28, Federal-gov,214858, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
37, Self-emp-not-inc,187411, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, ?, <=50K
38, Private,52738, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc,50356, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,124265, HS-grad,9, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
56, Private,182273, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
aw, Private,28035, Some-college,10, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
24, Private,376393, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov,94991, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Local-gov,190107, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,1719,16, United-States, <=50K
35, Private,150057, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private,272090, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, El-Salvador, <=50K
23, Private,188545, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,1974,20, United-States,jvmmmy
45, Private,155659, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private,344621, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,267085, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,64, United-States, <=50K
34, Self-emp-inc,154120, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
21, ?,355686, HS-grad,9, Never-married, ?, Own-child, White, Female,0,1340,10, United-States, <=50K
70, ?,163057, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2009,0,40, United-States, <=50K
66, Private,257562, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland, <=50K
44, Local-gov,151089, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private,146660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
31, Self-emp-not-inc,349148, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
51, Private,82783, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1876,40, United-States, <=50K
