comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors,id
z121jvbjakmbehsys04ce5yj1y3hxx0hzsk0k,abdellah chafouai,2014-11-05T16:12:51,Discover song http://www.linkbucks.com/AcN2g﻿,1,129,discover song http   www linkbucks com acn g,0,"0,-1,-1,-1,-1,1,-1,-1,-1,-1",0
z13yx345uxepetggz04ci5rjcxeohzlrtf4,Pyunghee,2014-07-27T01:57:16,http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;﻿,1,355,http   www billboard com articles columns pop shop         fan army face off round   vote for sones please    we re against vips    please help us    gt   lt ,0,"-1,-1,-1,-1,-1,1,-1,1,-1,-1",1
z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,Alessio Siri,2014-11-03T16:43:36,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0,86,psy   gangnam style    m v  http   youtu be  bzkp q  f ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1",2
z13cu5iyjryvixkyr04cdzniromoclcpc1w,Kikilaronk “Kiki” Loz,2014-08-31T16:39:30.472000,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,1,1107,subscribe to me if u think  quot swag quot  is fucking stupid,0,"-1,-1,-1,-1,-1,-1,0,-1,-1,1",3
z12xhdjrsxm3v550w22oynsjrnmvjhkvj,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1,1140,this song is awesome  these guys are the best  love this video too its hilarious lol  im getting popular fast because i rap with meaning  thumbs up if you piss next to the water in the toilet so it doesnt make noise,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",4
_2viQ_Qnc6_QZJzAERyAVzhcr3jy2ctVM4zQMfesQWQ,The NeedleWork,2013-10-12T09:32:49.512000,Check out my channel :),1,1783,check out my channel   ,0,"-1,1,-1,-1,-1,-1,-1,-1,0,-1",5
z12hzb1hzxbjh310c234ddqgoluidjufb,Aemon Sevker,2014-09-07T19:34:29, GO TO MY CHANNEL and check out my written songs﻿,1,417, go to my channel and check out my written songs,0,"0,1,-1,-1,-1,-1,-1,-1,-1,-1",6
z123gzjyszflihgih04cdzeblxuifpxzbes,IbbyUchiha,2014-08-15T15:52:40,Hey guys. I am a very small YouTuber I upload videos nearly every single  day. I once hope to be like shikas so can you please give 2 mins of your  life to view this channel. and my new video is on how to watch all the  anime for free. and I am pretty sure you wont regret visiting this channel. Thank you!﻿,1,372,hey guys  i am a very small youtuber i upload videos nearly every single  day  i once hope to be like shikas so can you please give   mins of your  life to view this channel  and my new video is on how to watch all the  anime for free  and i am pretty sure you wont regret visiting this channel  thank you ,0,"-1,-1,-1,-1,-1,-1,0,1,-1,-1",7
LneaDw26bFuWopul-gr37Vv-5semureg7PfAdqw3V5c,..xXCoolMultiXx..,,He gets more views but has less subscribers lol,1,1379,he gets more views but has less subscribers lol,0,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1",8
z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,Brandon Pryor,2014-01-19T00:36:25,I dont even watch it anymore i just come here to check on 2 Billion or not﻿,0,29,i dont even watch it anymore i just come here to check on   billion or not,1,"-1,1,-1,-1,-1,-1,-1,-1,-1,-1",9
z125tbogfxjjivxv523vwpkyaznetaic,On the Positive,2015-01-01T21:16:37.765000,Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1,1051,dear friends please subscribe to my channel i will be very glad to see you virucide    ,0,"-1,-1,-1,-1,-1,-1,0,1,-1,1",10
z12gxdortqzwhhqas04cfjrwituzghb5tvk0k,Muhammad Asim Mansha,,Aslamu Lykum... From Pakistan﻿,1,1151,aslamu lykum    from pakistan,0,"-1,-1,-1,-1,-1,-1,-1,-1,0,-1",11
_2viQ_Qnc6-dfXGv_qVn1mdoRB9dAfp4ppjUsNu-GDU,OnlineJobs99,2013-10-07T03:35:34.267000,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",1,1790,hello guys   i found a way to make money online you can get paid to mess around on facebook and twitter  get paid upto     to     an hour   only at  netjobs com work from the comfort of your home    they are currently hiring people from all over the world  for a wide range of social media jobs on sites such as facebook twitter and youtube you don     t need any prior skills or experience and you can begin work immediately  you can easily make       to        monthly incomeonly at  netjobs com,0,"-1,-1,-1,-1,-1,-1,-1,1,-1,-1",12
z12dixvi2qepuhb4o04chpd5exjdx3oqdic,DropItLikeItsSloth,2014-11-11T19:38:11,just came here to check the views :P﻿,0,310,just came here to check the views  p,1,"-1,1,-1,-1,-1,-1,-1,-1,-1,-1",13
_2viQ_Qnc6_J91n3DVA-4R9BjK8WFHtrJvrEn31ogGU,prem kumar,2013-11-03T11:15:28.071000,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",1,1760,hi there  have you heard about dribbleproshot  just do a search on google  on their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time    it turned nick into a much better football or soccer player   his team mates were definitily amazed  i hope it will help you also   ,0,"-1,-1,-1,-1,-1,-1,0,1,-1,-1",14
LneaDw26bFs2GO5DvyLUXUhG7rNJ-Gb4pMhtnYgCRmY,ryan cooper,,subscribed :) btw you have a good style keep it up brother :)),1,1533,subscribed    btw you have a good style keep it up brother    ,0,"-1,-1,-1,-1,-1,-1,0,1,-1,-1",15
z121fvtbjuq0endru04cfjfofknoyteh3jk,liliana ciancio,2015-05-21T14:52:58.650000,Wanderfol is love or miusic﻿,0,1700,wanderfol is love or miusic,0,"-1,-1,0,-1,-1,-1,0,-1,-1,-1",16
z13cyh3gowyyxlotr23vsplhbt23hbmwy04,Angie Sivrikozi,2014-08-27T21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0,392,its a good song and i like her video clip  because its a bout a girl that  her airplane crashed on a land far far away    and she found the way to  survive  and i love the pet tiget too  kitty purpy  lol  d,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",17
z12jd30zok2te1ghh04cdphgcqmshld5ncg,MikeTheOne42,2015-05-26T17:19:16.527000,still watching in 2015...﻿,0,1613,still watching in        ,0,"-1,-1,-1,-1,-1,-1,-1,-1,0,-1",18
_2viQ_Qnc6-pY-1yR6K2FhmC5i48-WuNx5CumlHLDAI,Sabina Pearson-Smith,2013-07-13T13:14:30.021000,I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,0,1950,i love this song for two reasons    it is about africa   i was born in beautiful south africa,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",19
z12zi5bjouv2tbalt23cvzbymuaayju5d04,Ec Martinez,2015-05-21T02:28:12.963000,Waka waka eh eh﻿,0,1706,waka waka eh eh,0,"-1,-1,-1,-1,-1,-1,-1,-1,0,-1",20
LneaDw26bFt3FLe7NEx2Gc7jToE3LwT1LrpIpyY48E8,KOZZI RAP,,hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU,1,1539,hello friends  i am a young    year old rapper trying to make something out of nothing  please can you take a second of your life and check out my videos and help me reach my dreams  god bless you,1,"-1,1,-1,-1,-1,-1,-1,1,-1,-1",21
z12iubmp2mv1txfsy235vb2xdqirufcp304,jayson calzado,2014-11-07T17:03:01,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0,210,how can this music video get   billion views while im the only one watching  here on earth       lol,0,"-1,-1,-1,-1,-1,-1,0,-1,-1,-1",22
LneaDw26bFv6tN6HSeH4Rgiis0rYR8mu_y8Mh8Ck93Y,MrCurr3ncY,,Hey check out my channel!!!! Please,1,1368,hey check out my channel     please,1,"-1,1,-1,-1,-1,-1,-1,-1,-1,-1",23
