comment_id,author,date,old_text,expected_label,cid,text,model_pred,vectors,id
z121jvbjakmbehsys04ce5yj1y3hxx0hzsk0k,abdellah chafouai,2014-11-05T16:12:51,Discover song http://www.linkbucks.com/AcN2g﻿,1,129,discover song http   www linkbucks com acn g,0,"0,-1,-1,-1,-1,1,-1,-1,-1,-1",0
z13yx345uxepetggz04ci5rjcxeohzlrtf4,Pyunghee,2014-07-27T01:57:16,http://www.billboard.com/articles/columns/pop-shop/6174122/fan-army-face-off-round-3 Vote for SONES please....we're against vips....please help us.. &gt;.&lt;﻿,1,355,http   www billboard com articles columns pop shop         fan army face off round   vote for sones please    we re against vips    please help us    gt   lt ,0,"-1,-1,-1,-1,-1,1,-1,1,-1,-1",1
z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,Alessio Siri,2014-11-03T16:43:36,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0,86,psy   gangnam style    m v  http   youtu be  bzkp q  f ,1,"-1,-1,-1,-1,-1,1,-1,-1,-1,-1",2
z13cu5iyjryvixkyr04cdzniromoclcpc1w,Kikilaronk “Kiki” Loz,2014-08-31T16:39:30.472000,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,1,1107,subscribe to me if u think  quot swag quot  is fucking stupid,0,"-1,-1,-1,-1,-1,-1,0,-1,-1,1",3
z12xhdjrsxm3v550w22oynsjrnmvjhkvj,LuckyMusiqLive,2014-07-21T22:25:54.048000,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,1,1140,this song is awesome  these guys are the best  love this video too its hilarious lol  im getting popular fast because i rap with meaning  thumbs up if you piss next to the water in the toilet so it doesnt make noise,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",4
z121fvtbjuq0endru04cfjfofknoyteh3jk,liliana ciancio,2015-05-21T14:52:58.650000,Wanderfol is love or miusic﻿,0,1700,wanderfol is love or miusic,0,"-1,-1,0,-1,-1,-1,0,-1,-1,-1",5
z13cyh3gowyyxlotr23vsplhbt23hbmwy04,Angie Sivrikozi,2014-08-27T21:12:48,"Its a good song and i like her video clip, because its a bout a girl that  her airplane crashed on a land far far away... and she found the way to  survive! And i love the pet tiget too( Kitty Purpy) lol :D﻿",0,392,its a good song and i like her video clip  because its a bout a girl that  her airplane crashed on a land far far away    and she found the way to  survive  and i love the pet tiget too  kitty purpy  lol  d,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",6
z12jd30zok2te1ghh04cdphgcqmshld5ncg,MikeTheOne42,2015-05-26T17:19:16.527000,still watching in 2015...﻿,0,1613,still watching in        ,0,"-1,-1,-1,-1,-1,-1,-1,-1,0,-1",7
_2viQ_Qnc6-pY-1yR6K2FhmC5i48-WuNx5CumlHLDAI,Sabina Pearson-Smith,2013-07-13T13:14:30.021000,I love this song for two reasons: 1.it is about Africa 2.i was born in beautiful south Africa,0,1950,i love this song for two reasons    it is about africa   i was born in beautiful south africa,0,"0,-1,0,-1,-1,-1,0,1,-1,-1",8
z12zi5bjouv2tbalt23cvzbymuaayju5d04,Ec Martinez,2015-05-21T02:28:12.963000,Waka waka eh eh﻿,0,1706,waka waka eh eh,0,"-1,-1,-1,-1,-1,-1,-1,-1,0,-1",9
